step_index,time_seconds,reference_body_name,reference_site_name,reference_kind,tool_frame_enabled,tool_label,world_x,world_y,world_z,base_x,base_y,base_z,flange_x,flange_y,flange_z,tool_x,tool_y,tool_z,tool_offset_world_x,tool_offset_world_y,tool_offset_world_z,target_x,target_y,target_z,tool_error_x,tool_error_y,tool_error_z,tool_error_norm,experiment_case_id,joint_1,joint_2,joint_3
62,1.24,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.043369321659477766,-0.29796368615150526,1.2434302058528373,0.0850709709034979,-0.5844441248874117,0.8786152792503046,0.04170164924402013,-0.2864804387359064,-0.36481492660253273,0.106287,-0.41627,1.132398,0.02121602909650211,0.16817412488741174,0.25378272074969543,0.3051857230005825,target_1,0.14454917915722074,-0.7515880641438141,-0.12146951357432964
63,1.26,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.04321463339099225,-0.29219609395644636,1.246988232717749,0.08610521329666238,-0.5821752860001246,0.8850870496068743,0.04289057990567012,-0.2899791920436783,-0.36190118311087466,0.106287,-0.41627,1.132398,0.02018178670333763,0.1659052860001246,0.24731095039312567,0.2984871431430058,target_1,0.14684361057241474,-0.7635180334159382,-0.1233976010913825
64,1.28,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.04302746531619712,-0.28638923812718414,1.2504776617172975,0.08711889071271614,-0.5798342181438709,0.8915264256008726,0.04409142539651902,-0.2934449800166868,-0.3589512361164249,0.106287,-0.41627,1.132398,0.019168109287283866,0.16356421814387095,0.24087157439912743,0.29178722594414486,target_1,0.1491380419876087,-0.7754480026880621,-0.12532568860843535
65,1.3,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.04280766508125224,-0.28054406393870823,1.2538979962265813,0.0881115848392322,-0.5774214840657114,0.8979326155035432,0.04530391975797996,-0.29687742012700313,-0.355965380723038,0.106287,-0.41627,1.132398,0.018175415160767802,0.1611514840657114,0.23446538449645682,0.2850862379349779,target_1,0.1514324734028027,-0.7873779719601863,-0.12725377612548822
66,1.32,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.04255508915618129,-0.2746615225967573,1.2572487494544156,0.08908288333834932,-0.5749376568309129,0.9043048338276787,0.046527794182168035,-0.3002761342341556,-0.3529439156267369,0.106287,-0.41627,1.132398,0.017204116661650684,0.15866765683091294,0.22809316617232134,0.27838444534282847,target_1,0.15372690481799667,-0.7993079412323102,-0.12918186364254103
67,1.34,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.04226960288136674,-0.26874257106685,1.2605294445126125,0.09003237993898815,-0.5723833197007886,0.9106423014267806,0.04776277705762141,-0.3036407486339386,-0.34988714308583196,0.106287,-0.41627,1.132398,0.01625462006101186,0.15611331970078862,0.22175569857321942,0.2716821140800863,target_1,0.15602133623319064,-0.8112379105044344,-0.1311099511595939
68,1.36,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.041951080512042375,-0.26278817190231846,1.2637396144838537,0.09095967452755299,-0.5697590660089051,0.9169442455931698,0.04900859401551061,-0.3069708941065867,-0.3467953688906839,0.106287,-0.41627,1.132398,0.015327325472447015,0.15348906600890516,0.21545375440683023,0.2649795097331548,target_1,0.15831576764838462,-0.8231678797765583,-0.13303803867664674
69,1.3800000000000001,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.041599405260772646,-0.256799293071374,1.266878802488143,0.09186437323710145,-0.5670654990356896,0.9232099001550289,0.050264967976328796,-0.3102662059643156,-0.34366890233311415,0.106287,-0.41627,1.132398,0.014422626762898558,0.15079549903568962,0.2091880998449711,0.2582768975516667,target_1,0.16061019906357862,-0.8350978490486825,-0.1349661261936996
70,1.4000000000000001,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.04121446933790848,-0.2507769077832433,1.2699465617478303,0.0927460885349642,-0.5643032318814556,0.9294385055723673,0.05153161919705572,-0.3135263240982123,-0.34050805617546304,0.106287,-0.41627,1.132398,0.013540911465035804,0.14803323188145562,0.20295949442763273,0.25157454243800786,target_1,0.16290463047877257,-0.8470278183208064,-0.13689421371075244
71,1.42,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.04079617399001083,-0.2447219943134029,1.2729424556512,0.09360443930879842,-0.561472887337882,0.9356293090318966,0.052808265318787594,-0.3167508930244791,-0.3373131466193034,0.106287,-0.41627,1.132398,0.012682560691201591,0.14520288733788206,0.19676869096810345,0.24487270893720411,target_1,0.16519906189396658,-0.8589577875929305,-0.1388223012278053
72,1.44,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.04034442953622999,-0.23863553582794897,1.275866057814608,0.09443905095105508,-0.5585750977579651,0.9417815645408013,0.054094621414825086,-0.3199395619300161,-0.3340844932738066,0.106287,-0.41627,1.132398,0.011847949048944928,0.14230509775796513,0.1906164354591987,0.23817166122723601,target_1,0.16749349330916055,-0.8708877568650545,-0.14075038874485815
73,1.46,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.039859155402635106,-0.23251852020713432,1.2787169521431676,0.09524955544184885,-0.555610504924476,0.9478945330193953,0.055390400039213736,-0.3230919847173417,-0.33082241912377236,0.106287,-0.41627,1.132398,0.011037444558151158,0.13934050492447597,0.1845034669806047,0.23147166310986161,target_1,0.16978792472435453,-0.8828177261371786,-0.14267847626191102
74,1.48,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.03934028015448393,-0.22637193986810633,1.28149473288997,0.0960355914302104,-0.552579759916947,0.9539674823926536,0.05669531127572647,-0.32620782004884064,-0.3275272504973163,0.106287,-0.41627,1.132398,0.010251408569789608,0.136309759916947,0.1784305176073464,0.22477297800204107,target_1,0.1720823561395485,-0.8947476954093025,-0.14460656377896386
75,1.5,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.038787741526423336,-0.22019679158687944,1.284199004713828,0.09679680431370508,-0.5494835229772153,0.9599996876806023,0.05800906278728175,-0.32928673139033576,-0.32419931703322574,0.106287,-0.41627,1.132398,0.00949019568629493,0.13321352297721528,0.17239831231939773,0.21807586892809078,target_1,0.1743767875547425,-0.9066776646814266,-0.14653465129601673
76,1.52,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.03820148645061651,-0.21399407631957726,1.2868293827355464,0.09753284631640693,-0.5463224633735553,0.9659904310875624,0.05933135986579042,-0.33232838705397805,-0.32083895164798387,0.106287,-0.41627,1.132398,0.008754153683593072,0.1300524633735553,0.16640756891243758,0.2113805985127149,target_1,0.17667121896993646,-0.9186076339535506,-0.14846273881306957
77,1.54,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.037581471082785464,-0.20776479902297665,1.2893854925926953,0.09824337656520724,-0.5430972592634217,0.9719390020902299,0.060661905482421764,-0.33533246024044505,-0.3174464905024655,0.106287,-0.41627,1.132398,0.008043623434792771,0.1268272592634217,0.16045899790977014,0.2046874289751072,target_1,0.17896565038513046,-0.9305376032256747,-0.15039082633012243
78,1.56,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.03692766082616644,-0.20150996847438926,1.291866970492893,0.09892806116444819,-0.5398085975548365,0.9778446975245845,0.062000400338281754,-0.3382986290804472,-0.3140222729683084,0.106287,-0.41627,1.132398,0.007358938835551818,0.12353859755483648,0.15455330247541554,0.1979966221243649,target_1,0.1812600818003244,-0.9424675724977987,-0.15231891384717525
79,1.58,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.03624003035336806,-0.1952305970909134,1.2942734632655788,0.09958657326886325,-0.536457173766444,0.9837068216716152,0.06334654291549519,-0.3412265766755306,-0.3105666415939637,0.106287,-0.41627,1.132398,0.006700426731136758,0.120187173766444,0.14869117832838485,0.19130843935652259,target_1,0.1835545132155184,-0.9543975417699228,-0.15424700136422811
80,1.6,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.03551856362612986,-0.18892770074809334,1.2966046284122812,0.10021859315481398,-0.5330436918862702,0.989524686341853,0.06470002952868412,-0.34411599113817687,-0.30707994207042827,0.106287,-0.41627,1.132398,0.006068406845186031,0.11677369188627024,0.14287331365814704,0.18462314165360622,target_1,0.1858489446307124,-0.9663275110420467,-0.15617508888128095
81,1.62,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.034763253912972934,-0.18260229859801688,1.2988601341553605,0.10082380828980625,-0.529568864229204,0.9952976109586975,0.06606055437683332,-0.3469665656311871,-0.30356252319666294,0.106287,-0.41627,1.132398,0.005463191710193757,0.11329886422920404,0.1371003890413025,0.17794098958521737,target_1,0.18814337604590636,-0.9782574803141708,-0.15810317639833382
82,1.6400000000000001,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.03397410380473962,-0.17625541288688892,1.3010396594852285,0.10140191340027643,-0.5260334112932404,1.0010249226405288,0.06742780959553682,-0.34977799840635154,-0.3000147368446997,0.106287,-0.41627,1.132398,0.004885086599723573,0.10976341129324046,0.13137307735947124,0.17126224331332776,target_1,0.19043780746110034,-0.9901874495862948,-0.16003126391538666
83,1.6600000000000001,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.0331511252280178,-0.16988806877211382,1.3031428942060357,0.10195261053763115,-0.5224380616145077,1.0067059562815945,0.06880148530961334,-0.3525499928423938,-0.2964369379244412,0.106287,-0.41627,1.132398,0.0043343894623688595,0.1061680616145077,0.12569204371840548,0.1645871626011669,target_1,0.19273223887629434,-1.002117418858419,-0.16195935143243953
84,1.68,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.032294339456444006,-0.16350129413892214,1.3051695389798201,0.10247560914253154,-0.5187835516211121,1.012340054631663,0.07018126968608754,-0.35528225748219,-0.29282948434815714,0.106287,-0.41627,1.132398,0.003811390857468469,0.10251355162111214,0.12005794536833703,0.15791600682739357,target_1,0.1950266702914883,-1.014047388130543,-0.16388743894949237
85,1.7,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.03140377711988325,-0.15709611941657736,1.3071193053691081,0.10297062610740708,-0.5150706254858274,1.0179265683744292,0.07156684898752383,-0.35797450606925,-0.2891927369946789,0.106287,-0.41627,1.132398,0.0033163738925929276,0.09880062548582741,0.11447143162557083,0.1512490350071495,target_1,0.1973211017066823,-1.025977357402667,-0.16581552646654524
86,1.72,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.030479478211484147,-0.1506735773941951,1.3089919158779675,0.1034373858371917,-0.5113000349776605,1.0234648562046682,0.07295790762570754,-0.36062645758346545,-0.28552705967329917,0.106287,-0.41627,1.132398,0.002849614162808309,0.09503003497766055,0.10893314379533181,0.14458650582217797,target_1,0.19961553312187627,-1.037907326674791,-0.16774361398359808
87,1.74,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.029521492092601315,-0.1442347030362128,1.3107871039914998,0.10387562030826424,-0.5074725393123235,1.0289542849041227,0.07435412821566292,-0.36323783627611067,-0.2818328190873771,0.106287,-0.41627,1.132398,0.002411379691735771,0.09120253931232353,0.10344371509587735,0.1379286776630251,target_1,0.20190996453707025,-1.049837295946915,-0.16967170150065095
88,1.76,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.028529877495589523,-0.13778053329754292,1.3125046142137724,0.10428506912559093,-0.5035889050016392,1.034394229416118,0.07575519163000141,-0.3658083717040963,-0.2781103847976544,0.106287,-0.41627,1.132398,0.002001930874409072,0.08731890500163925,0.0980037705838821,0.13127580868754687,target_1,0.20420439595226422,-1.061767265219039,-0.17159978901770379
89,1.78,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.027504702524462205,-0.13131210693844525,1.3141442021041807,0.104665479578052,-0.4996499057019164,1.039784072918895,0.0771607770535898,-0.36833779876347117,-0.27436012918528585,0.106287,-0.41627,1.132398,0.0016215204219480056,0.08337990570191645,0.09261392708110505,0.12462815690173515,target_1,0.20649882736745823,-1.073697234491163,-0.17352787653475665
90,1.8,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.02644604465341737,-0.12483046433915433,1.3157056343122386,0.1050166066919474,-0.4956563220613192,1.0451232068976517,0.07857056203853002,-0.37082585772216486,-0.2705824274145868,0.106287,-0.41627,1.132398,0.0012703933080526059,0.07938632206131924,0.08727479310234831,0.11798598027154901,target_1,0.20879325878265217,-1.085627203763287,-0.17545596405180947
91,1.82,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.025353990723226336,-0.11833664731429568,1.317188688610788,0.10533821328266944,-0.4916089415662649,1.0504110312152843,0.07998422255944311,-0.3732722942519692,-0.26677765739550363,0.106287,-0.41627,1.132398,0.0009487867173305631,0.07533894156626492,0.08198696878471567,0.11134953687854299,target_1,0.21108769019784618,-1.0975571730354112,-0.17738405156886233
92,1.84,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.02422863693548755,-0.1118316989271279,1.3185931539276283,0.10563007000453464,-0.487508558386881,1.0556469541818203,0.0814014330690471,-0.3756768594597531,-0.2629461997458081,0.106287,-0.41627,1.132398,0.0006569299954653635,0.07123855838688103,0.07675104581817971,0.10471908513849956,target_1,0.21338212161304015,-1.1094871423075352,-0.17931213908591517
93,1.86,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.02307008884474543,-0.10531666330364325,1.3199188303755554,0.10589195539876589,-0.48335597322154944,1.0608303926225338,0.08282186655402046,-0.3780393099179062,-0.2590884377530215,0.106287,-0.41627,1.132398,0.0003950446012341152,0.06708597322154947,0.07156760737746626,0.09809488411254981,target_1,0.21567655302823413,-1.1214171115796592,-0.18124022660296804
94,1.8800000000000001,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.02187846134847234,-0.09879258544656633,1.3211655292808118,0.10612365593961515,-0.4791519931405746,1.0659607719447393,0.08424519459114281,-0.3803594076940083,-0.2552047573360725,0.106287,-0.41627,1.132398,0.0001633440603848596,0.06288199314057463,0.06643722805526076,0.09147719395718293,target_1,0.2179709844434281,-1.1333470808517832,-0.18316831412002088
95,1.9000000000000001,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.020653878674917376,-0.09226051104927946,1.3223330732099365,0.10632496607862109,-0.4748974314289986,1.0710375262032472,0.08567108740370372,-0.38263692037971914,-0.25129554700668943,0.106287,-0.41627,1.132398,-3.7966078621082255e-05,0.05862743142899862,0.0613604737967528,0.08486627658821287,target_1,0.2202654158586221,-1.1452770501239073,-0.18509640163707375
96,1.92,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.019396474368822633,-0.08572148630971933,1.3234212959950216,0.10649568828699225,-0.4705931074286049,1.0760600981644848,0.08709921391816962,-0.38487162111888557,-0.24736119783053687,0.106287,-0.41627,1.132398,-0.00020868828699224795,0.05432310742860491,0.056337901835515236,0.07826239668403356,target_1,0.22255984727381606,-1.1572070193960313,-0.1870244891541266
97,1.94,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.01810639127500734,-0.07917655774426989,1.3244300427573568,0.10663563309610946,-0.4662398463791303,1.0810279393692643,0.08852924182110213,-0.3870632886348604,-0.24340210338809234,0.106287,-0.41627,1.132398,-0.0003486330961094547,0.04996984637913032,0.05137006063073568,0.07166582324507999,target_1,0.22485427868901006,-1.1691369886681553,-0.18895257667117946
98,1.96,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.016783781519824712,-0.07262677200169454,1.325359169929478,0.1067446191361412,-0.46183847925872873,1.0859405101942028,0.08996083761631649,-0.3892117072570342,-0.2394186597352751,0.106287,-0.41627,1.132398,-0.000457619136141188,0.045568479258728756,0.046457489805797225,0.06507683210085374,target_1,0.227148710104204,-1.1810669579402793,-0.1908806641882323
99,1.98,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.015428806490492795,-0.06607317567713929,1.3262085452755947,0.10682247317276503,-0.4573898426237086,1.0907972799117693,0.09139366668227222,-0.3913166669465693,-0.23541126536382534,0.106287,-0.41627,1.132398,-0.0005354731727650192,0.0411198426237086,0.04160072008823068,0.0584957101057559,target_1,0.22944314151939801,-1.1929969272124035,-0.19280875170528516
100,2.0,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.014041636812301238,-0.059516815126244675,1.3269780479104136,0.10686903014198824,-0.45289477844758275,1.0955977267489727,0.09282739332968701,-0.39337796332133806,-0.23138032116144094,0.106287,-0.41627,1.132398,-0.0005820301419882379,0.03662477844758277,0.036800273251027305,0.05192276251097376,target_1,0.231737572934592,-1.2049268964845274,-0.194736839222338
101,2.02,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.012622452323701225,-0.052958736279396075,1.3276675683163417,0.1068841331830652,-0.448354133959456,1.1003413379446694,0.09426168085936397,-0.39539539768005993,-0.22732623037167224,0.106287,-0.41627,1.132398,-0.0005971331830651877,0.03208413395945603,0.03205666205533064,0.0453583267118212,target_1,0.23403200434978597,-1.2168568657566514,-0.19666492673939087
102,2.04,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.01117144204928041,-0.04639998445615673,1.3282770083590738,0.10686763366950389,-0.44376876148179073,1.1050276098054888,0.09569619162022348,-0.397368777025634,-0.22324939855358508,0.106287,-0.41627,1.132398,-0.00058063366950388,0.027498761481790757,0.027370390194511263,0.038802799871792484,target_1,0.23632643576497994,-1.2287868350287754,-0.19859301425644368
103,2.06,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.009688804170626161,-0.03984160417990745,1.328806281301559,0.10681939123815748,-0.4391395182675718,1.1096560477603716,0.09713058706753132,-0.39929791408766435,-0.2191502335411875,0.106287,-0.41627,1.132398,-0.000532391238157473,0.02286951826757183,0.022741952239628382,0.03225670004651448,target_1,0.23862086718017395,-1.2407168043008996,-0.20052110177349655
104,2.08,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.008174745995085095,-0.03328463899274008,1.3292553118163457,0.10673927381639721,-0.4344672663369152,1.1142261664137127,0.09856452782131211,-0.4011826273441751,-0.21502914540263288,0.106287,-0.41627,1.132398,-0.0004522738163972029,0.018197266336915208,0.018171833586287267,0.02572082015856695,target_1,0.2409152985953679,-1.2526467735730236,-0.2024491892905494
105,2.1,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.006629483922423102,-0.026730131270628472,1.3296240359963014,0.1066271576473627,-0.42975287231314063,1.1187374895971043,0.0999976737249396,-0.4030227410425122,-0.21088654639919707,0.106287,-0.41627,1.132398,-0.0003401576473626988,0.01348287231314066,0.013660510402895731,0.01919669496306947,target_1,0.2432097300105619,-1.2645767428451478,-0.20437727680760226
106,2.12,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.005053243409391673,-0.02017912203892084,1.3299124013637085,0.10648292731328672,-0.42499720725834983,1.1231895504196705,0.10142968390389505,-0.40481808521942897,-0.20672285094403806,0.106287,-0.41627,1.132398,-0.00019592731328671453,0.008727207258349856,0.009208449580329514,0.012688501791612633,target_1,0.24550416142575587,-1.2765067121172715,-0.2063053643246551
107,2.14,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.0034462589322055625,-0.013632650788180573,1.3301203668777344,0.10630647575689002,-0.42020114650853446,1.1275818913169973,0.10286021682468446,-0.40656849572035386,-0.2025384755607372,0.106287,-0.41627,1.132398,-1.9475756890013907e-05,0.003931146508534489,0.004816108683002751,0.0062168476757247185,target_1,0.24779859284094985,-1.2884366813893957,-0.20823345184170797
108,2.16,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.0018087739469423642,-0.007091755290420393,1.33024790294027,0.10609770430084597,-0.4153655695082554,1.1319140640986358,0.10428893035390362,-0.408273814217835,-0.19833383884163427,0.106287,-0.41627,1.132398,0.00018929569915403233,-0.0009044304917446011,0.0004839359013641964,0.0010430826107000212,target_1,0.2500930242561438,-1.3003666506615197,-0.2101615393587608
109,2.18,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.0018087739469423642,-0.007091755290420393,1.33024790294027,0.10609770430084597,-0.4153655695082554,1.1319140640986358,0.10428893035390362,-0.408273814217835,-0.19833383884163427,0.106287,-0.41627,1.132398,0.00018929569915403233,-0.0009044304917446011,0.0004839359013641964,0.0010430826107000212,target_1,0.2500930242561438,-1.3003666506615197,-0.2101615393587608
110,2.2,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.0018087739469423642,-0.007091755290420393,1.33024790294027,0.10609770430084597,-0.4153655695082554,1.1319140640986358,0.10428893035390362,-0.408273814217835,-0.19833383884163427,0.106287,-0.41627,1.132398,0.00018929569915403233,-0.0009044304917446011,0.0004839359013641964,0.0010430826107000212,target_1,0.2500930242561438,-1.3003666506615197,-0.2101615393587608
111,2.22,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.0018087739469423642,-0.007091755290420393,1.33024790294027,0.10609770430084597,-0.4153655695082554,1.1319140640986358,0.10428893035390362,-0.408273814217835,-0.19833383884163427,0.106287,-0.41627,1.132398,0.00018929569915403233,-0.0009044304917446011,0.0004839359013641964,0.0010430826107000212,target_1,0.2500930242561438,-1.3003666506615197,-0.2101615393587608
112,2.24,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.0018087739469423642,-0.007091755290420393,1.33024790294027,0.10609770430084597,-0.4153655695082554,1.1319140640986358,0.10428893035390362,-0.408273814217835,-0.19833383884163427,0.106287,-0.41627,1.132398,0.00018929569915403233,-0.0009044304917446011,0.0004839359013641964,0.0010430826107000212,target_1,0.2500930242561438,-1.3003666506615197,-0.2101615393587608
113,2.2600000000000002,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.0018087739469423642,-0.007091755290420393,1.33024790294027,0.10609770430084597,-0.4153655695082554,1.1319140640986358,0.10428893035390362,-0.408273814217835,-0.19833383884163427,0.106287,-0.41627,1.132398,0.00018929569915403233,-0.0009044304917446011,0.0004839359013641964,0.0010430826107000212,target_1,0.2500930242561438,-1.3003666506615197,-0.2101615393587608
114,2.2800000000000002,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.0018087739469423642,-0.007091755290420393,1.33024790294027,0.10609770430084597,-0.4153655695082554,1.1319140640986358,0.10428893035390362,-0.408273814217835,-0.19833383884163427,0.106287,-0.41627,1.132398,0.00018929569915403233,-0.0009044304917446011,0.0004839359013641964,0.0010430826107000212,target_1,0.2500930242561438,-1.3003666506615197,-0.2101615393587608
115,2.3000000000000003,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.0018087739469423642,-0.007091755290420393,1.33024790294027,0.10609770430084597,-0.4153655695082554,1.1319140640986358,0.10428893035390362,-0.408273814217835,-0.19833383884163427,0.106287,-0.41627,1.132398,0.00018929569915403233,-0.0009044304917446011,0.0004839359013641964,0.0010430826107000212,target_1,0.2500930242561438,-1.3003666506615197,-0.2101615393587608
116,2.32,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.0018087739469423642,-0.007091755290420393,1.33024790294027,0.10609770430084597,-0.4153655695082554,1.1319140640986358,0.10428893035390362,-0.408273814217835,-0.19833383884163427,0.106287,-0.41627,1.132398,0.00018929569915403233,-0.0009044304917446011,0.0004839359013641964,0.0010430826107000212,target_1,0.2500930242561438,-1.3003666506615197,-0.2101615393587608
117,2.34,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.0018087739469423642,-0.007091755290420393,1.33024790294027,0.10609770430084597,-0.4153655695082554,1.1319140640986358,0.10428893035390362,-0.408273814217835,-0.19833383884163427,0.106287,-0.41627,1.132398,0.00018929569915403233,-0.0009044304917446011,0.0004839359013641964,0.0010430826107000212,target_1,0.2500930242561438,-1.3003666506615197,-0.2101615393587608
118,2.36,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.0018087739469423642,-0.007091755290420393,1.33024790294027,0.10609770430084597,-0.4153655695082554,1.1319140640986358,0.10428893035390362,-0.408273814217835,-0.19833383884163427,0.106287,-0.41627,1.132398,0.00018929569915403233,-0.0009044304917446011,0.0004839359013641964,0.0010430826107000212,target_1,0.2500930242561438,-1.3003666506615197,-0.2101615393587608
119,2.38,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.0018087739469423642,-0.007091755290420393,1.33024790294027,0.10609770430084597,-0.4153655695082554,1.1319140640986358,0.10428893035390362,-0.408273814217835,-0.19833383884163427,0.106287,-0.41627,1.132398,0.00018929569915403233,-0.0009044304917446011,0.0004839359013641964,0.0010430826107000212,target_1,0.2500930242561438,-1.3003666506615197,-0.2101615393587608
120,2.4,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.0018087739469423642,-0.007091755290420393,1.33024790294027,0.10609770430084597,-0.4153655695082554,1.1319140640986358,0.10428893035390362,-0.408273814217835,-0.19833383884163427,0.106287,-0.41627,1.132398,0.00018929569915403233,-0.0009044304917446011,0.0004839359013641964,0.0010430826107000212,target_1,0.2500930242561438,-1.3003666506615197,-0.2101615393587608
121,2.42,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.0018087739469423642,-0.007091755290420393,1.33024790294027,0.10609770430084597,-0.4153655695082554,1.1319140640986358,0.10428893035390362,-0.408273814217835,-0.19833383884163427,0.106287,-0.41627,1.132398,0.00018929569915403233,-0.0009044304917446011,0.0004839359013641964,0.0010430826107000212,target_1,0.2500930242561438,-1.3003666506615197,-0.2101615393587608
122,2.44,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.0018087739469423642,-0.007091755290420393,1.33024790294027,0.10609770430084597,-0.4153655695082554,1.1319140640986358,0.10428893035390362,-0.408273814217835,-0.19833383884163427,0.106287,-0.41627,1.132398,0.00018929569915403233,-0.0009044304917446011,0.0004839359013641964,0.0010430826107000212,target_1,0.2500930242561438,-1.3003666506615197,-0.2101615393587608
123,2.46,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.0018087739469423642,-0.007091755290420393,1.33024790294027,0.10609770430084597,-0.4153655695082554,1.1319140640986358,0.10428893035390362,-0.408273814217835,-0.19833383884163427,0.106287,-0.41627,1.132398,0.00018929569915403233,-0.0009044304917446011,0.0004839359013641964,0.0010430826107000212,target_1,0.2500930242561438,-1.3003666506615197,-0.2101615393587608
124,2.48,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.0018087739469423642,-0.007091755290420393,1.33024790294027,0.10609770430084597,-0.4153655695082554,1.1319140640986358,0.10428893035390362,-0.408273814217835,-0.19833383884163427,0.106287,-0.41627,1.132398,0.00018929569915403233,-0.0009044304917446011,0.0004839359013641964,0.0010430826107000212,target_1,0.2500930242561438,-1.3003666506615197,-0.2101615393587608
